index	g id	t id	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20
1151	g21	t1152	0	0	0	5	4	0	0	2	0	1	0	0	1	3	6	4	6	0	0	5
1152	g21	t1153	2	0	6	1	0	1	1	4	0	0	0	6	1	3	3	0	6	0	0	6
1153	g22	t1154	0	0	0	0	0	2	0	0	5	0	4	3	0	0	0	0	3	2	4	3
1154	g22	t1155	0	5	2	5	2	0	0	0	0	0	0	0	0	3	7	0	0	0	3	4
1155	g22	t1156	0	0	2	3	0	0	0	4	0	0	0	0	0	3	3	0	3	0	0	3
1156	g22	t1157	0	1	3	5	1	3	0	2	4	2	0	0	0	5	5	6	4	0	6	0
1157	g22	t1158	2	3	0	0	3	5	0	0	5	0	4	5	0	0	0	0	6	0	5	0
1158	g22	t1159	2	2	0	0	0	2	1	4	2	0	2	5	1	0	7	0	3	0	0	6
1159	g22	t1160	0	0	7	5	0	0	2	7	3	1	3	1	0	0	1	0	0	0	3	0
1160	g22	t1161	3	0	1	2	4	1	1	0	0	3	0	2	0	4	0	5	0	2	0	10
1161	g22	t1162	1	1	0	4	0	1	0	0	0	0	4	3	2	4	1	0	0	0	0	4
1162	g22	t1163	0	1	0	4	0	0	2	0	4	0	0	2	0	3	4	0	5	2	0	0
1163	g22	t1164	0	2	0	0	0	0	0	3	0	5	0	3	4	0	0	0	0	0	2	0
1164	g22	t1165	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0
1165	g22	t1166	0	0	3	0	0	1	6	1	0	3	2	0	2	0	0	1	0	0	5	0
1166	g22	t1167	0	4	0	4	0	0	0	0	2	0	1	5	2	5	2	0	0	0	0	2
1167	g23	t1168	2	2	1	0	1	0	2	4	0	0	0	2	0	1	0	3	0	5	0	0
1168	g23	t1169	3	0	0	0	0	0	0	0	2	4	0	2	0	6	0	4	1	3	0	0
1169	g23	t1170	0	1	0	2	0	2	0	0	4	2	2	4	0	0	0	7	0	3	4	3
1170	g23	t1171	1	5	0	0	0	0	6	0	0	1	0	4	0	0	2	2	0	0	2	0
1171	g23	t1172	4	0	5	0	2	2	0	0	0	3	0	1	3	2	0	1	0	2	0	3
1172	g23	t1173	0	3	2	0	3	0	5	0	0	0	3	0	0	0	2	0	4	1	0	2
1173	g23	t1174	3	0	2	0	0	0	3	0	1	0	0	4	2	0	0	1	0	2	0	0
1174	g24	t1175	2	1	0	3	3	0	2	0	0	6	0	0	0	0	0	2	3	0	1	4
1175	g24	t1176	0	4	0	0	3	0	1	1	2	0	0	0	0	0	0	4	1	0	2	3
1176	g24	t1177	0	3	1	0	0	2	0	3	0	5	0	5	2	1	2	0	0	0	2	3
1177	g24	t1178	1	0	0	0	7	0	0	0	0	3	0	0	0	3	0	0	4	6	0	0
1178	g24	t1179	0	0	0	3	3	2	0	0	2	0	2	0	3	0	0	0	0	0	6	2
1179	g24	t1180	0	1	0	0	3	0	0	0	0	0	2	0	2	0	0	0	0	0	0	4
1180	g24	t1181	0	5	1	0	0	3	0	0	1	0	0	5	0	2	0	4	3	7	2	0
1181	g24	t1182	4	0	4	0	1	1	0	1	8	3	0	1	2	6	2	0	0	0	0	0
1182	g24	t1183	0	5	0	0	4	0	3	4	4	0	2	0	0	1	0	5	0	0	0	2
1183	g24	t1184	0	0	0	0	0	0	4	6	5	0	2	4	4	0	4	6	0	2	1	2
1184	g24	t1185	0	0	3	1	0	4	0	2	3	0	0	1	4	3	0	0	2	0	3	0
1185	g25	t1186	3	5	4	0	2	1	0	2	3	0	0	0	0	3	1	0	1	5	0	1
1186	g25	t1187	3	0	0	2	3	2	7	0	0	0	2	0	3	0	0	0	0	4	0	4
1187	g25	t1188	0	0	6	0	2	4	2	0	0	2	0	0	2	5	1	3	0	3	2	2
1188	g25	t1189	2	0	0	8	2	3	0	0	3	1	0	3	0	2	3	3	4	2	3	0
1189	g25	t1190	0	0	0	3	3	0	0	0	0	0	3	2	0	2	4	0	4	0	2	0
1190	g25	t1191	4	0	2	1	0	0	0	5	2	1	0	2	2	0	4	3	0	3	3	0
1191	g25	t1192	0	2	3	0	0	4	0	0	0	0	4	3	1	0	0	0	0	1	2	2
1192	g25	t1193	0	5	0	6	0	5	0	4	4	0	0	7	0	2	3	0	4	0	0	0
1193	g26	t1194	0	0	0	1	0	3	0	0	1	0	0	5	6	1	4	2	0	0	0	1
1194	g26	t1195	0	5	0	3	0	0	1	0	1	5	1	0	0	0	0	0	2	0	1	1
1195	g26	t1196	0	2	1	3	0	0	0	4	3	2	0	0	2	0	0	3	0	5	0	0
1196	g26	t1197	0	4	5	0	0	3	3	0	2	0	0	4	2	3	5	3	2	0	0	4
1197	g26	t1198	3	1	0	2	0	0	6	1	4	1	2	0	4	0	0	0	0	4	3	0
1198	g26	t1199	2	0	0	1	2	0	0	3	3	0	0	0	4	0	1	4	0	0	0	3
1199	g26	t1200	0	0	4	4	4	0	2	0	4	0	0	0	0	1	6	0	0	0	0	3
1200	g26	t1201	0	0	0	0	0	0	3	0	0	0	5	0	0	1	1	4	0	0	2	6
1201	g26	t1202	0	0	0	0	6	0	0	0	0	1	0	5	2	5	0	0	5	0	3	1
1202	g26	t1203	0	0	0	2	2	0	0	5	4	0	2	0	2	4	4	0	2	0	1	1
1203	g26	t1204	0	0	2	0	0	1	0	5	1	5	3	4	0	0	0	0	0	0	0	0
1204	g26	t1205	0	6	6	1	0	0	1	0	0	4	0	0	0	3	0	1	0	5	0	1
1205	g26	t1206	0	2	0	0	3	4	0	5	0	0	2	0	0	1	3	0	5	0	0	0
1206	g27	t1207	3	5	0	0	1	0	3	3	0	0	0	0	6	0	0	4	0	0	4	0
1207	g27	t1208	3	3	0	6	0	2	0	0	0	0	1	0	1	0	2	0	2	0	0	2
1208	g27	t1209	1	3	0	0	0	3	3	0	0	0	0	0	5	0	3	0	0	4	0	0
1209	g27	t1210	0	0	2	0	0	0	0	0	3	7	0	2	0	2	0	0	2	4	0	0
1210	g27	t1211	2	3	0	0	0	4	4	3	0	0	0	1	3	4	5	0	0	0	0	0
1211	g27	t1212	0	3	0	5	2	0	0	1	3	1	0	0	4	1	3	4	4	2	0	2
1212	g27	t1213	0	0	5	3	6	6	7	1	5	4	3	1	3	4	0	0	0	0	0	3
1213	g27	t1214	0	2	0	0	2	1	0	7	3	5	0	0	0	0	2	0	1	4	2	0
1214	g27	t1215	0	6	1	1	2	1	0	0	0	0	2	5	2	0	0	3	0	0	0	0
1215	g27	t1216	0	2	4	0	0	3	0	0	1	0	2	0	9	0	0	0	0	3	0	3
1216	g27	t1217	3	0	1	2	0	3	1	0	3	0	0	0	0	0	0	0	2	0	1	2
1217	g27	t1218	0	0	1	3	0	0	1	0	0	0	0	0	2	6	5	1	0	2	6	0
1218	g28	t1219	4	1	0	2	4	1	3	0	0	0	0	1	0	3	3	3	0	1	0	8
1219	g28	t1220	0	1	0	0	0	5	0	0	0	3	0	0	0	2	0	0	0	3	2	3
1220	g28	t1221	0	0	3	3	0	0	0	0	6	0	0	2	3	2	0	4	0	0	2	3
1221	g28	t1222	0	0	0	0	4	0	4	5	0	2	2	2	0	1	2	0	4	0	2	5
1222	g28	t1223	2	3	2	0	0	3	0	4	0	0	5	1	0	4	3	1	6	3	0	0
1223	g28	t1224	0	5	0	1	0	2	0	0	6	0	2	3	0	0	0	1	0	0	0	6
1224	g28	t1225	0	1	3	0	3	3	4	0	0	0	1	0	0	0	6	0	6	0	4	0
1225	g28	t1226	2	5	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	4	0	0
1226	g28	t1227	0	0	0	2	2	0	0	2	6	0	3	0	0	0	1	3	0	1	2	6
1227	g29	t1228	3	3	0	0	0	0	4	2	0	0	0	0	0	5	5	0	0	3	1	2
1228	g29	t1229	0	2	0	5	4	0	0	0	0	4	0	5	4	0	2	0	6	0	0	0
1229	g29	t1230	0	0	0	3	0	9	1	6	0	1	0	6	4	3	0	5	0	0	2	1
1230	g29	t1231	0	3	0	0	3	3	2	0	0	4	0	0	2	3	1	2	2	0	2	2
1231	g29	t1232	5	0	0	4	4	0	0	2	3	5	0	2	5	0	6	0	0	0	5	0
1232	g29	t1233	1	0	0	0	3	3	0	5	0	0	3	3	2	3	2	0	0	0	0	2
1233	g29	t1234	0	3	1	6	0	0	0	0	1	3	0	5	0	6	0	0	0	0	3	0
1234	g29	t1235	4	0	0	6	0	8	0	3	3	4	0	0	2	4	0	3	5	0	1	0
1235	g29	t1236	0	1	4	0	0	3	0	0	3	0	4	4	3	0	0	0	1	0	2	0
1236	g29	t1237	2	1	0	0	2	0	0	1	2	3	4	0	4	0	3	0	7	2	0	0
1237	g29	t1238	0	2	0	0	5	2	4	0	2	1	0	4	5	0	2	0	0	4	0	2
1238	g29	t1239	2	0	0	0	2	0	0	0	0	0	2	3	2	3	2	0	0	0	0	0
1239	g29	t1240	2	2	2	1	0	2	0	0	0	0	0	0	0	2	0	5	2	4	2	0
1240	g29	t1241	6	0	3	0	2	0	0	2	3	0	3	4	0	0	4	2	0	0	0	0
1241	g29	t1242	4	0	0	3	2	0	0	0	0	0	3	4	3	2	4	4	2	4	2	0
1242	g29	t1243	0	0	0	4	5	1	1	2	3	3	0	3	0	0	3	1	0	6	0	2
1243	g29	t1244	0	0	0	2	0	3	0	0	0	4	0	2	0	0	2	0	2	3	6	0
1244	g3	t1245	7	2	2	3	0	1	6	2	0	2	3	0	0	0	4	0	0	0	4	0
1245	g3	t1246	6	0	0	2	4	4	2	0	2	3	0	0	0	0	0	0	5	2	0	6
1246	g3	t1247	3	3	0	0	0	0	4	0	0	1	0	9	3	4	0	0	0	0	2	5
1247	g3	t1248	4	4	3	0	3	2	2	0	0	0	4	0	0	0	4	0	0	2	0	0
1248	g3	t1249	4	5	3	3	0	0	0	3	4	0	0	4	0	3	0	5	0	3	0	0
1249	g3	t1250	0	0	0	3	3	0	4	0	0	1	2	0	0	0	0	4	0	0	6	0
1250	g3	t1251	5	3	1	4	3	0	0	0	0	5	0	0	4	2	5	2	0	0	0	2
1251	g3	t1252	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	4	5	0	0	1
1252	g3	t1253	0	6	3	0	0	0	2	4	0	4	0	0	3	0	3	0	0	0	0	2
1253	g3	t1254	3	4	4	2	0	3	0	0	3	0	0	0	0	0	0	3	2	4	0	4
1254	g3	t1255	0	0	0	0	6	4	0	3	0	1	4	2	1	0	0	3	0	0	0	1
1255	g30	t1256	0	0	0	0	4	0	0	9	7	0	0	0	2	0	2	4	0	1	0	0
1256	g30	t1257	5	5	2	0	0	0	1	0	3	2	0	4	6	0	0	4	0	0	0	2
1257	g30	t1258	3	1	1	0	0	0	1	0	2	0	4	0	3	1	3	0	0	0	0	3
1258	g30	t1259	1	0	0	3	0	4	2	4	0	3	0	1	0	0	5	4	0	2	0	4
1259	g30	t1260	2	1	0	0	2	2	0	1	0	0	0	0	0	0	0	2	0	0	4	2
1260	g30	t1261	0	0	0	5	0	0	3	4	0	0	0	3	0	2	0	0	2	3	0	3
1261	g31	t1262	0	2	0	0	0	0	0	0	1	0	0	0	6	0	4	0	0	0	0	3
1262	g31	t1263	0	3	0	0	0	0	0	5	5	0	4	3	4	3	2	0	3	0	0	3
1263	g31	t1264	0	2	0	5	0	5	3	1	0	2	5	4	4	0	2	3	0	0	3	0
1264	g31	t1265	0	3	0	1	0	0	3	0	0	0	0	0	4	0	2	1	5	5	0	0
1265	g32	t1266	4	0	0	0	0	0	0	6	2	2	1	6	0	0	6	1	2	2	7	0
1266	g32	t1267	1	0	2	0	4	4	3	1	0	0	0	5	5	2	1	0	2	0	1	0
1267	g32	t1268	5	0	3	0	0	0	0	1	0	2	0	0	2	2	0	1	0	7	6	4
1268	g32	t1269	3	5	0	0	2	0	0	3	1	6	1	0	6	0	2	0	0	3	0	0
1269	g32	t1270	2	5	4	0	2	2	0	0	4	0	0	0	0	0	0	0	0	2	2	0
1270	g32	t1271	0	0	0	0	0	0	1	0	0	3	1	5	0	3	0	1	0	0	3	7
1271	g32	t1272	1	3	3	0	0	0	0	0	0	0	2	4	0	0	0	1	0	4	2	0
1272	g32	t1273	0	4	0	2	0	0	0	0	0	1	1	0	0	3	0	1	2	2	2	3
1273	g32	t1274	3	0	0	0	2	0	0	2	0	0	0	1	2	6	0	0	0	4	0	2
1274	g32	t1275	0	0	0	0	4	2	0	0	4	0	4	0	0	1	2	1	3	0	1	0
1275	g32	t1276	3	0	1	1	0	2	2	0	0	0	0	0	3	0	2	5	4	0	0	4
1276	g32	t1277	2	0	3	0	0	0	4	3	0	0	2	0	1	2	2	0	2	8	0	0
1277	g32	t1278	2	5	4	5	0	1	0	0	0	6	4	0	3	2	0	1	2	1	2	0
1278	g33	t1279	4	0	0	1	5	0	3	2	3	2	0	4	0	0	0	2	0	0	0	1
1279	g33	t1280	0	1	0	2	0	0	4	0	4	0	2	1	0	6	2	2	1	1	6	0
1280	g33	t1281	2	0	2	4	6	0	3	5	0	0	0	0	0	0	4	2	3	0	0	1
1281	g33	t1282	6	0	3	4	3	0	0	0	0	6	0	2	7	0	4	0	2	0	0	3
1282	g33	t1283	3	0	0	0	2	1	3	3	0	0	0	0	0	4	9	0	0	3	0	2
1283	g33	t1284	0	1	5	0	0	3	0	5	0	5	0	2	0	0	0	4	0	0	1	6
1284	g33	t1285	1	4	0	3	1	1	0	0	0	2	0	0	0	2	0	4	0	0	0	3
1285	g33	t1286	0	6	5	3	3	0	0	3	1	4	0	0	3	1	1	3	0	0	0	4
1286	g33	t1287	2	0	4	0	0	0	0	0	0	0	1	4	2	1	0	4	4	4	0	0
1287	g33	t1288	2	4	0	0	0	0	2	3	0	0	0	2	2	0	0	2	5	0	5	3
1288	g33	t1289	0	2	2	4	2	0	0	0	0	0	0	4	4	0	3	3	2	0	2	0
1289	g33	t1290	0	0	0	3	0	3	0	2	2	0	0	0	2	0	0	0	0	2	3	0
1290	g33	t1291	1	0	0	0	0	0	3	3	0	0	5	3	0	0	0	0	0	0	3	2
1291	g33	t1292	0	0	5	5	0	3	3	0	0	1	3	2	2	0	0	0	0	0	0	0
1292	g33	t1293	3	3	0	0	1	1	0	3	0	0	3	0	0	3	0	0	0	0	3	0
1293	g34	t1294	0	0	3	3	2	0	5	1	0	0	5	0	0	3	0	0	5	2	0	0
1294	g34	t1295	0	2	0	0	1	0	0	0	0	3	1	5	0	0	1	0	0	2	6	0
1295	g34	t1296	4	0	2	7	0	5	3	4	0	2	0	0	0	4	2	2	0	0	0	0
1296	g34	t1297	1	3	0	2	7	2	2	2	0	0	0	0	0	0	0	4	0	0	0	0
1297	g34	t1298	1	0	3	0	3	0	1	0	3	2	0	0	0	0	3	0	2	3	3	0
1298	g34	t1299	4	0	3	0	0	0	3	0	3	0	4	5	0	0	0	0	1	0	0	0
1299	g35	t1300	0	0	0	4	3	0	8	4	3	0	3	0	3	5	0	1	2	4	0	0
1300	g35	t1301	2	0	0	0	0	2	3	3	0	0	0	0	1	0	0	1	0	4	0	0
1301	g35	t1302	3	0	0	0	0	0	0	2	1	2	3	4	0	0	0	0	3	3	0	0
1302	g35	t1303	5	2	0	0	0	0	0	3	0	0	2	0	5	0	1	2	0	0	3	4
1303	g35	t1304	0	5	0	8	0	0	2	0	0	0	0	0	2	6	3	3	6	1	0	0
1304	g35	t1305	0	5	6	4	0	0	0	0	0	0	0	0	1	4	0	2	2	0	1	0
1305	g35	t1306	0	0	0	6	2	5	6	6	0	4	0	0	0	2	3	9	5	0	0	1
1306	g35	t1307	3	1	0	0	0	0	0	0	0	2	0	0	1	4	1	0	0	0	0	0
1307	g35	t1308	0	0	0	1	0	0	3	3	0	0	0	0	0	1	5	3	3	1	0	0
1308	g35	t1309	0	2	0	0	0	1	0	0	4	3	0	2	0	0	0	5	5	1	0	0
1309	g36	t1310	2	0	0	0	3	0	0	4	0	4	0	4	1	0	0	0	1	6	0	1
1310	g36	t1311	0	2	3	0	8	4	0	4	2	3	3	3	2	4	0	0	2	2	2	0
1311	g36	t1312	4	3	4	5	0	5	3	0	1	0	5	0	0	0	5	2	0	0	0	0
1312	g36	t1313	0	0	1	4	0	0	0	3	0	2	0	4	1	0	0	0	0	0	2	3
1313	g36	t1314	0	0	0	0	0	2	0	3	2	0	0	0	0	0	7	0	0	0	0	0
1314	g36	t1315	0	0	0	0	0	0	3	1	4	0	0	0	1	0	5	0	0	0	0	3
1315	g36	t1316	0	3	5	0	4	2	0	0	0	1	0	4	0	0	5	0	0	0	0	0
1316	g37	t1317	0	3	0	3	3	0	0	0	1	3	0	0	2	7	2	3	5	2	0	0
1317	g37	t1318	2	0	2	0	2	0	3	0	0	0	1	0	0	0	5	4	0	3	0	1
1318	g37	t1319	0	0	6	2	4	5	0	0	5	0	3	0	0	3	4	7	3	0	0	0
1319	g37	t1320	4	0	4	4	1	1	5	0	3	0	1	0	3	2	1	4	0	0	0	0
1320	g37	t1321	0	0	0	0	3	3	0	0	1	6	0	2	0	0	2	3	0	3	0	2
1321	g37	t1322	3	0	3	0	0	3	0	0	0	1	4	0	3	5	0	1	2	0	3	0
1322	g37	t1323	3	4	3	0	4	3	2	1	0	3	1	3	0	0	0	0	0	0	2	0
1323	g37	t1324	5	5	0	0	2	0	0	0	0	2	0	3	3	0	4	4	0	1	3	2
1324	g37	t1325	0	0	0	3	1	0	0	0	0	4	0	5	5	0	0	0	4	6	2	4
1325	g37	t1326	0	0	0	0	0	0	5	2	0	0	0	4	0	4	0	2	0	0	0	2
1326	g37	t1327	4	0	0	2	0	3	2	5	0	3	6	3	0	0	0	0	0	0	7	1
1327	g37	t1328	2	2	0	2	0	0	0	5	2	0	0	0	7	0	3	4	0	2	1	1
1328	g37	t1329	0	0	0	6	0	1	0	0	1	0	2	4	7	0	3	0	0	0	5	2
1329	g37	t1330	0	0	3	0	5	0	0	0	0	0	0	0	0	0	5	0	3	1	0	0
1330	g38	t1331	0	1	2	0	0	2	0	1	4	0	0	0	0	4	4	0	3	3	7	0
1331	g38	t1332	0	0	1	1	0	3	0	0	0	0	0	0	0	0	1	2	2	0	0	0
1332	g38	t1333	6	1	0	3	0	4	0	4	4	0	2	3	0	2	0	3	0	0	0	0
1333	g38	t1334	0	0	0	0	1	3	2	0	0	0	5	6	0	0	3	3	0	0	0	4
1334	g38	t1335	0	3	2	2	0	0	0	0	0	2	3	0	2	2	0	1	0	0	0	2
1335	g38	t1336	3	2	2	0	0	0	2	0	0	2	0	2	0	0	3	0	1	0	0	2
1336	g38	t1337	3	4	2	0	0	3	4	0	0	0	0	0	0	1	0	0	2	0	2	3
1337	g38	t1338	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	2	0
1338	g38	t1339	0	0	8	0	0	5	0	2	2	0	6	0	6	0	0	2	0	0	3	6
1339	g38	t1340	4	2	4	0	5	4	0	0	1	0	2	0	0	1	0	0	0	0	6	2
1340	g38	t1341	3	7	0	0	1	2	2	1	0	0	0	0	4	4	0	0	0	0	3	2
1341	g39	t1342	5	1	3	0	2	0	0	0	4	1	0	4	0	0	0	2	0	3	0	3
1342	g39	t1343	3	2	5	0	0	0	0	3	0	0	0	2	4	3	0	0	5	0	0	5
1343	g39	t1344	0	0	0	0	0	0	0	6	4	2	0	0	0	0	0	0	6	0	0	0
1344	g39	t1345	0	0	3	3	0	0	2	0	9	0	0	0	0	0	3	0	0	3	0	0
1345	g39	t1346	0	0	0	0	5	0	0	0	0	3	0	0	1	1	5	2	2	0	4	0
1346	g39	t1347	3	0	2	0	0	0	2	0	2	0	3	0	5	3	0	0	0	4	0	0
1347	g4	t1348	1	0	0	3	4	0	1	3	0	0	0	4	0	1	4	2	1	6	0	0
1348	g4	t1349	3	0	0	0	0	3	3	0	0	0	0	0	0	0	0	4	5	3	0	4
1349	g4	t1350	0	2	2	4	4	3	1	0	0	0	0	3	0	0	0	4	5	0	0	0
1350	g4	t1351	5	0	3	3	0	0	0	3	0	1	3	6	5	0	0	0	0	0	0	4
1351	g4	t1352	0	0	0	4	1	0	2	2	0	0	0	0	3	0	4	0	2	7	3	0
1352	g4	t1353	3	0	0	4	4	0	5	0	0	3	0	0	1	3	0	0	4	0	0	0
1353	g4	t1354	0	0	0	4	1	0	0	0	0	0	2	4	0	0	0	0	2	0	2	0
1354	g4	t1355	0	6	3	2	0	2	5	1	0	0	0	0	5	0	4	2	2	0	0	0
1355	g4	t1356	0	3	0	3	0	3	1	0	6	3	6	0	0	2	2	0	5	0	1	0
1356	g4	t1357	0	4	0	2	3	4	0	2	3	3	0	0	0	0	0	0	2	0	0	0
1357	g4	t1358	2	0	0	0	0	2	5	1	0	2	3	5	4	2	0	0	2	1	0	0
1358	g4	t1359	5	3	4	0	2	0	8	0	0	0	4	4	3	6	0	0	0	2	2	3
1359	g4	t1360	4	0	0	9	0	0	6	0	0	2	6	4	3	0	0	0	0	0	4	2
1360	g4	t1361	0	8	3	4	0	1	2	2	0	6	3	0	0	0	1	0	0	0	4	6
1361	g4	t1362	6	0	0	1	0	2	2	4	3	5	2	0	2	4	3	3	5	6	3	0
1362	g4	t1363	3	0	4	4	3	3	0	0	3	2	2	4	1	0	3	0	5	2	0	0
1363	g4	t1364	0	0	0	0	0	5	5	0	2	5	3	0	0	0	0	0	0	0	2	1
1364	g4	t1365	0	0	4	1	0	0	0	0	1	0	0	0	0	0	5	0	0	4	5	3
1365	g40	t1366	7	2	5	6	0	2	0	1	0	0	2	0	6	0	1	4	0	2	6	0
1366	g40	t1367	2	0	3	3	5	0	2	0	1	0	4	0	0	0	0	0	0	2	1	0
1367	g40	t1368	7	1	2	2	0	0	1	3	5	0	0	2	0	2	0	7	0	0	0	2
1368	g40	t1369	0	0	0	0	0	0	0	0	4	3	3	0	0	0	2	6	4	4	0	1
1369	g40	t1370	0	0	2	0	0	4	0	0	2	5	0	0	1	0	0	4	0	3	0	0
1370	g40	t1371	0	6	0	0	0	0	0	0	3	0	6	2	3	4	0	7	0	0	0	0
1371	g40	t1372	5	0	1	5	0	0	6	0	0	2	1	2	3	0	0	4	0	3	2	4
1372	g40	t1373	0	0	0	0	6	3	2	2	0	0	4	0	4	0	0	4	0	0	0	0
1373	g41	t1374	4	0	1	6	0	0	0	6	0	3	0	2	5	5	0	0	5	4	0	7
1374	g41	t1375	2	4	0	0	0	1	0	0	0	0	0	2	0	3	0	0	0	0	0	0
1375	g41	t1376	0	5	3	0	1	2	2	0	0	0	9	4	0	4	0	0	3	0	0	0
1376	g41	t1377	4	0	0	3	3	0	0	0	4	3	0	2	3	2	4	0	0	0	3	4
1377	g41	t1378	0	3	1	4	0	2	0	0	0	3	2	3	0	2	3	0	0	0	0	0
1378	g41	t1379	2	0	3	4	0	2	3	0	5	2	1	0	0	4	1	2	4	5	0	5
1379	g41	t1380	2	0	0	3	7	0	0	3	0	3	0	0	4	0	0	0	0	5	0	4
1380	g41	t1381	0	0	0	0	0	5	0	0	0	0	4	6	6	1	3	6	0	5	9	5
1381	g41	t1382	0	0	0	0	0	1	0	2	0	2	0	1	0	0	4	0	1	4	0	0
1382	g41	t1383	0	2	1	3	7	2	3	1	0	0	6	0	3	4	0	7	0	2	0	5
1383	g41	t1384	0	0	1	0	2	0	0	5	0	1	5	3	0	1	0	5	0	0	0	0
1384	g42	t1385	1	7	8	0	4	0	6	0	1	4	1	0	3	0	0	0	0	3	0	4
1385	g42	t1386	2	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	3	3	0	0
1386	g42	t1387	0	3	0	5	3	1	4	0	0	2	4	1	0	0	5	2	2	4	1	1
1387	g42	t1388	0	4	0	0	4	0	5	0	0	1	0	1	3	4	4	5	4	0	0	0
1388	g42	t1389	0	1	3	1	0	2	0	0	0	4	2	0	6	0	5	0	0	5	0	4
1389	g42	t1390	0	3	3	0	2	4	0	0	0	0	1	0	0	2	4	0	4	5	0	4
1390	g42	t1391	3	0	0	6	0	0	0	0	1	2	0	0	3	3	0	2	4	0	3	0
1391	g42	t1392	0	1	4	0	2	0	3	4	0	5	0	3	0	0	4	0	0	0	0	0
1392	g43	t1393	0	0	4	5	0	2	0	0	2	0	2	3	2	0	0	3	5	3	0	2
1393	g43	t1394	0	0	7	0	2	0	4	0	2	4	0	0	2	2	2	4	0	0	0	2
1394	g43	t1395	0	1	0	0	0	0	5	0	6	0	0	3	0	0	2	2	1	1	0	2
1395	g43	t1396	0	0	2	0	5	0	4	0	0	0	5	4	0	2	0	1	6	0	4	0
1396	g43	t1397	0	0	3	5	3	0	0	4	4	5	0	4	0	1	4	0	6	0	0	0
1397	g43	t1398	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	6	3
1398	g43	t1399	0	0	4	0	0	1	0	0	3	4	4	0	4	0	0	0	3	5	0	2
1399	g43	t1400	0	6	0	2	0	4	3	3	1	3	0	6	3	3	0	0	3	4	8	4
1400	g43	t1401	1	0	0	5	2	4	1	0	0	1	0	0	0	0	0	3	0	0	3	1
1401	g43	t1402	5	2	0	0	3	0	4	0	5	1	5	6	0	3	3	2	0	7	0	0
1402	g44	t1403	3	0	5	0	0	0	2	0	4	3	4	0	0	3	0	0	5	0	3	0
1403	g44	t1404	2	4	0	0	2	0	0	4	0	0	0	0	0	1	0	0	4	6	0	0
1404	g44	t1405	3	0	5	3	0	0	2	0	2	0	6	2	0	0	0	0	0	3	0	0
1405	g44	t1406	0	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	3	5
1406	g44	t1407	0	1	2	0	3	0	0	3	0	4	6	0	0	0	0	0	0	5	0	0
1407	g44	t1408	0	0	10	2	3	4	4	0	0	0	0	0	5	0	0	0	0	0	0	4
1408	g44	t1409	1	0	6	0	1	0	5	0	2	0	7	6	3	0	0	2	0	0	0	1
1409	g45	t1410	3	0	0	3	4	2	0	0	5	0	0	8	5	4	0	5	4	3	1	0
1410	g45	t1411	2	0	0	1	4	5	0	0	4	2	1	2	5	2	0	0	5	0	0	5
1411	g45	t1412	2	3	0	1	0	2	0	0	0	0	1	0	0	2	0	2	0	4	8	0
1412	g45	t1413	0	0	0	2	0	1	3	0	3	0	4	1	0	0	2	0	2	0	0	1
1413	g45	t1414	0	0	0	6	0	1	1	0	0	2	0	6	0	0	2	2	0	0	2	6
1414	g45	t1415	3	0	0	3	0	0	0	10	4	0	0	0	0	1	0	1	4	0	0	0
1415	g45	t1416	7	5	3	3	1	0	4	4	4	0	2	4	0	2	0	2	0	4	3	4
1416	g46	t1417	5	1	2	3	2	0	6	2	0	0	2	3	2	0	0	0	4	0	5	2
1417	g46	t1418	0	0	0	4	1	6	6	6	0	0	1	0	0	1	0	0	0	0	4	0
1418	g46	t1419	6	3	1	6	3	1	3	4	0	1	3	0	7	5	0	2	3	0	2	1
1419	g46	t1420	3	0	0	0	1	0	4	0	0	0	0	3	0	2	0	0	0	0	0	0
1420	g46	t1421	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	3	0	1
1421	g46	t1422	4	1	3	0	0	0	2	0	0	0	5	0	0	2	4	2	0	7	6	0
1422	g46	t1423	0	0	0	4	3	0	3	0	4	0	0	5	2	6	3	0	0	3	0	0
1423	g46	t1424	1	3	5	2	4	1	0	2	4	2	0	0	1	3	0	4	3	3	1	7
1424	g46	t1425	0	0	3	0	4	0	0	3	4	0	3	2	0	3	0	0	0	0	2	0
1425	g46	t1426	2	0	0	0	0	4	4	0	0	3	0	3	5	0	2	0	0	2	0	4
1426	g46	t1427	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0
1427	g46	t1428	1	0	0	0	2	2	5	0	0	0	6	3	4	0	0	0	1	3	0	0
1428	g46	t1429	1	2	5	0	0	0	3	0	2	0	3	4	0	0	0	1	1	0	0	1
