g id	ids	ids pert	comparison	sample id
g6	t1585;t1586;t1592	t1584;t1587;t1588;t1589;t1590;t1591	ref	f8
g6	t1585;t1586;t1592	t1584;t1587;t1588;t1589;t1590;t1591	ref	f10
g60	t1598;t1599;t1600	t1593;t1594;t1595;t1596;t1597	ref	f20
g60	t1598;t1599;t1600	t1593;t1594;t1595;t1596;t1597	ref	f1
g60	t1598;t1599;t1600	t1593;t1594;t1595;t1596;t1597	ref	f11
g60	t1598;t1599;t1600	t1593;t1594;t1595;t1596;t1597	ref	f8
g61	t1606;t1607;t1608;t1610	t1601;t1602;t1603;t1604;t1605;t1609	ref	f20
g61	t1606;t1607;t1608;t1610	t1601;t1602;t1603;t1604;t1605;t1609	ref	f1
g61	t1606;t1607;t1608;t1610	t1601;t1602;t1603;t1604;t1605;t1609	ref	f14
g61	t1606;t1607;t1608;t1610	t1601;t1602;t1603;t1604;t1605;t1609	ref	f18
g61	t1606;t1607;t1608;t1610	t1601;t1602;t1603;t1604;t1605;t1609	ref	f15
g62	t1612;t1618;t1619	t1611;t1613;t1614;t1615;t1616;t1617	ref	f3
g62	t1612;t1618;t1619	t1611;t1613;t1614;t1615;t1616;t1617	ref	f2
g62	t1612;t1618;t1619	t1611;t1613;t1614;t1615;t1616;t1617	ref	f9
g62	t1612;t1618;t1619	t1611;t1613;t1614;t1615;t1616;t1617	ref	f18
g62	t1612;t1618;t1619	t1611;t1613;t1614;t1615;t1616;t1617	ref	f5
g62	t1612;t1618;t1619	t1611;t1613;t1614;t1615;t1616;t1617	ref	f15
g63	t1621;t1623;t1625;t1626;t1628	t1620;t1622;t1624;t1627;t1629	ref	f5
g63	t1621;t1623;t1625;t1626;t1628	t1620;t1622;t1624;t1627;t1629	ref	f17
g63	t1621;t1623;t1625;t1626;t1628	t1620;t1622;t1624;t1627;t1629	ref	f18
g64	t1631;t1633;t1634	t1630;t1632;t1635;t1636;t1637	ref	f19
g64	t1631;t1633;t1634	t1630;t1632;t1635;t1636;t1637	ref	f8
g64	t1631;t1633;t1634	t1630;t1632;t1635;t1636;t1637	ref	f12
g65	t1638;t1639;t1642;t1646;t1648	t1640;t1641;t1643;t1644;t1645;t1647	ref	f20
g65	t1638;t1639;t1642;t1646;t1648	t1640;t1641;t1643;t1644;t1645;t1647	ref	f4
g65	t1638;t1639;t1642;t1646;t1648	t1640;t1641;t1643;t1644;t1645;t1647	ref	f8
g65	t1638;t1639;t1642;t1646;t1648	t1640;t1641;t1643;t1644;t1645;t1647	ref	f19
g65	t1638;t1639;t1642;t1646;t1648	t1640;t1641;t1643;t1644;t1645;t1647	ref	f12
g66	t1651;t1652;t1655;t1658	t1649;t1650;t1653;t1654;t1656;t1657	ref	f2
g66	t1651;t1652;t1655;t1658	t1649;t1650;t1653;t1654;t1656;t1657	ref	f9
g66	t1651;t1652;t1655;t1658	t1649;t1650;t1653;t1654;t1656;t1657	ref	f6
g66	t1651;t1652;t1655;t1658	t1649;t1650;t1653;t1654;t1656;t1657	ref	f16
g66	t1651;t1652;t1655;t1658	t1649;t1650;t1653;t1654;t1656;t1657	ref	f12
g67	t1659;t1661;t1666;t1667;t1668	t1660;t1662;t1663;t1664;t1665	ref	f1
g67	t1659;t1661;t1666;t1667;t1668	t1660;t1662;t1663;t1664;t1665	ref	f4
g67	t1659;t1661;t1666;t1667;t1668	t1660;t1662;t1663;t1664;t1665	ref	f8
g67	t1659;t1661;t1666;t1667;t1668	t1660;t1662;t1663;t1664;t1665	ref	f6
g67	t1659;t1661;t1666;t1667;t1668	t1660;t1662;t1663;t1664;t1665	ref	f12
g68	t1669;t1671	t1670;t1672;t1673	ref	f1
g68	t1669;t1671	t1670;t1672;t1673	ref	f14
g68	t1669;t1671	t1670;t1672;t1673	ref	f13
g68	t1669;t1671	t1670;t1672;t1673	ref	f15
g68	t1669;t1671	t1670;t1672;t1673	ref	f11
g69	t1677;t1679;t1680;t1684;t1685	t1674;t1675;t1676;t1678;t1681;t1682;t1683;t1686	ref	f7
g69	t1677;t1679;t1680;t1684;t1685	t1674;t1675;t1676;t1678;t1681;t1682;t1683;t1686	ref	f20
g69	t1677;t1679;t1680;t1684;t1685	t1674;t1675;t1676;t1678;t1681;t1682;t1683;t1686	ref	f14
g69	t1677;t1679;t1680;t1684;t1685	t1674;t1675;t1676;t1678;t1681;t1682;t1683;t1686	ref	f13
g69	t1677;t1679;t1680;t1684;t1685	t1674;t1675;t1676;t1678;t1681;t1682;t1683;t1686	ref	f6
g7	t1688;t1689	t1687;t1690;t1691	ref	f14
g7	t1688;t1689	t1687;t1690;t1691	ref	f2
g7	t1688;t1689	t1687;t1690;t1691	ref	f9
g7	t1688;t1689	t1687;t1690;t1691	ref	f13
g7	t1688;t1689	t1687;t1690;t1691	ref	f5
g7	t1688;t1689	t1687;t1690;t1691	ref	f12
g70	t1692;t1694;t1696;t1697	t1693;t1695;t1698;t1699	ref	f11
g70	t1692;t1694;t1696;t1697	t1693;t1695;t1698;t1699	ref	f14
g70	t1692;t1694;t1696;t1697	t1693;t1695;t1698;t1699	ref	f2
g70	t1692;t1694;t1696;t1697	t1693;t1695;t1698;t1699	ref	f10
g71	t1701;t1703;t1705	t1700;t1702;t1704;t1706;t1707	ref	f4
g71	t1701;t1703;t1705	t1700;t1702;t1704;t1706;t1707	ref	f18
g71	t1701;t1703;t1705	t1700;t1702;t1704;t1706;t1707	ref	f16
g71	t1701;t1703;t1705	t1700;t1702;t1704;t1706;t1707	ref	f17
g71	t1701;t1703;t1705	t1700;t1702;t1704;t1706;t1707	ref	f12
g72	t1708;t1710;t1711;t1714;t1715	t1709;t1712;t1713;t1716;t1717	ref	f15
g72	t1708;t1710;t1711;t1714;t1715	t1709;t1712;t1713;t1716;t1717	ref	f17
g72	t1708;t1710;t1711;t1714;t1715	t1709;t1712;t1713;t1716;t1717	ref	f10
g73	t1722;t1723;t1727	t1718;t1719;t1720;t1721;t1724;t1725;t1726	ref	f1
g73	t1722;t1723;t1727	t1718;t1719;t1720;t1721;t1724;t1725;t1726	ref	f3
g73	t1722;t1723;t1727	t1718;t1719;t1720;t1721;t1724;t1725;t1726	ref	f2
g74	t1734;t1736	t1728;t1729;t1730;t1731;t1732;t1733;t1735	ref	f20
g74	t1734;t1736	t1728;t1729;t1730;t1731;t1732;t1733;t1735	ref	f8
g74	t1734;t1736	t1728;t1729;t1730;t1731;t1732;t1733;t1735	ref	f9
g74	t1734;t1736	t1728;t1729;t1730;t1731;t1732;t1733;t1735	ref	f19
g74	t1734;t1736	t1728;t1729;t1730;t1731;t1732;t1733;t1735	ref	f13
g75	t1737;t1739;t1741;t1742	t1738;t1740;t1743;t1744	ref	f14
g75	t1737;t1739;t1741;t1742	t1738;t1740;t1743;t1744	ref	f16
g76	t1746;t1747;t1748	t1745;t1749;t1750	ref	f20
g76	t1746;t1747;t1748	t1745;t1749;t1750	ref	f1
g76	t1746;t1747;t1748	t1745;t1749;t1750	ref	f5
g76	t1746;t1747;t1748	t1745;t1749;t1750	ref	f9
g77	t1752;t1758;t1759;t1760;t1761	t1751;t1753;t1754;t1755;t1756;t1757	ref	f20
g77	t1752;t1758;t1759;t1760;t1761	t1751;t1753;t1754;t1755;t1756;t1757	ref	f1
g77	t1752;t1758;t1759;t1760;t1761	t1751;t1753;t1754;t1755;t1756;t1757	ref	f19
g77	t1752;t1758;t1759;t1760;t1761	t1751;t1753;t1754;t1755;t1756;t1757	ref	f18
g78	t1765;t1768	t1762;t1763;t1764;t1766;t1767;t1769	ref	f20
g78	t1765;t1768	t1762;t1763;t1764;t1766;t1767;t1769	ref	f19
g78	t1765;t1768	t1762;t1763;t1764;t1766;t1767;t1769	ref	f13
g78	t1765;t1768	t1762;t1763;t1764;t1766;t1767;t1769	ref	f6
g78	t1765;t1768	t1762;t1763;t1764;t1766;t1767;t1769	ref	f12
g79	t1770;t1774	t1771;t1772;t1773	ref	f7
g79	t1770;t1774	t1771;t1772;t1773	ref	f1
g79	t1770;t1774	t1771;t1772;t1773	ref	f2
g79	t1770;t1774	t1771;t1772;t1773	ref	f18
g79	t1770;t1774	t1771;t1772;t1773	ref	f15
g79	t1770;t1774	t1771;t1772;t1773	ref	f16
g8	t1775;t1776;t1780;t1783	t1777;t1778;t1779;t1781;t1782;t1784;t1785	ref	f5
g8	t1775;t1776;t1780;t1783	t1777;t1778;t1779;t1781;t1782;t1784;t1785	ref	f12
g8	t1775;t1776;t1780;t1783	t1777;t1778;t1779;t1781;t1782;t1784;t1785	ref	f7
g8	t1775;t1776;t1780;t1783	t1777;t1778;t1779;t1781;t1782;t1784;t1785	ref	f10
g80	t1788;t1791;t1795;t1796	t1786;t1787;t1789;t1790;t1792;t1793;t1794	ref	f7
g80	t1788;t1791;t1795;t1796	t1786;t1787;t1789;t1790;t1792;t1793;t1794	ref	f3
g80	t1788;t1791;t1795;t1796	t1786;t1787;t1789;t1790;t1792;t1793;t1794	ref	f2
g80	t1788;t1791;t1795;t1796	t1786;t1787;t1789;t1790;t1792;t1793;t1794	ref	f10
g80	t1788;t1791;t1795;t1796	t1786;t1787;t1789;t1790;t1792;t1793;t1794	ref	f9
g80	t1788;t1791;t1795;t1796	t1786;t1787;t1789;t1790;t1792;t1793;t1794	ref	f17
g81	t1797;t1800;t1802;t1805	t1798;t1799;t1801;t1803;t1804	ref	f20
g81	t1797;t1800;t1802;t1805	t1798;t1799;t1801;t1803;t1804	ref	f1
g81	t1797;t1800;t1802;t1805	t1798;t1799;t1801;t1803;t1804	ref	f10
g81	t1797;t1800;t1802;t1805	t1798;t1799;t1801;t1803;t1804	ref	f13
g81	t1797;t1800;t1802;t1805	t1798;t1799;t1801;t1803;t1804	ref	f15
g82	t1807;t1808;t1811;t1813	t1806;t1809;t1810;t1812;t1814	ref	f7
g82	t1807;t1808;t1811;t1813	t1806;t1809;t1810;t1812;t1814	ref	f10
g82	t1807;t1808;t1811;t1813	t1806;t1809;t1810;t1812;t1814	ref	f9
g82	t1807;t1808;t1811;t1813	t1806;t1809;t1810;t1812;t1814	ref	f19
g82	t1807;t1808;t1811;t1813	t1806;t1809;t1810;t1812;t1814	ref	f18
g83	t1815;t1817;t1819;t1822	t1816;t1818;t1820;t1821;t1823	ref	f20
g83	t1815;t1817;t1819;t1822	t1816;t1818;t1820;t1821;t1823	ref	f4
g83	t1815;t1817;t1819;t1822	t1816;t1818;t1820;t1821;t1823	ref	f19
g83	t1815;t1817;t1819;t1822	t1816;t1818;t1820;t1821;t1823	ref	f13
g83	t1815;t1817;t1819;t1822	t1816;t1818;t1820;t1821;t1823	ref	f16
g84	t1824;t1832;t1834	t1825;t1826;t1827;t1828;t1829;t1830;t1831;t1833;t1835;t1836;t1837;t1838	ref	f20
g84	t1824;t1832;t1834	t1825;t1826;t1827;t1828;t1829;t1830;t1831;t1833;t1835;t1836;t1837;t1838	ref	f12
g84	t1824;t1832;t1834	t1825;t1826;t1827;t1828;t1829;t1830;t1831;t1833;t1835;t1836;t1837;t1838	ref	f11
g84	t1824;t1832;t1834	t1825;t1826;t1827;t1828;t1829;t1830;t1831;t1833;t1835;t1836;t1837;t1838	ref	f13
g85	t1839	t1840;t1841;t1842	ref	f7
g85	t1839	t1840;t1841;t1842	ref	f14
g85	t1839	t1840;t1841;t1842	ref	f10
g86	t1845;t1847;t1852;t1853;t1856	t1843;t1844;t1846;t1848;t1849;t1850;t1851;t1854;t1855	ref	f1
g86	t1845;t1847;t1852;t1853;t1856	t1843;t1844;t1846;t1848;t1849;t1850;t1851;t1854;t1855	ref	f8
g86	t1845;t1847;t1852;t1853;t1856	t1843;t1844;t1846;t1848;t1849;t1850;t1851;t1854;t1855	ref	f2
g86	t1845;t1847;t1852;t1853;t1856	t1843;t1844;t1846;t1848;t1849;t1850;t1851;t1854;t1855	ref	f13
g86	t1845;t1847;t1852;t1853;t1856	t1843;t1844;t1846;t1848;t1849;t1850;t1851;t1854;t1855	ref	f11
g86	t1845;t1847;t1852;t1853;t1856	t1843;t1844;t1846;t1848;t1849;t1850;t1851;t1854;t1855	ref	f12
g87	t1857;t1860;t1863;t1865	t1858;t1859;t1861;t1862;t1864	ref	f20
g87	t1857;t1860;t1863;t1865	t1858;t1859;t1861;t1862;t1864	ref	f4
g87	t1857;t1860;t1863;t1865	t1858;t1859;t1861;t1862;t1864	ref	f14
g87	t1857;t1860;t1863;t1865	t1858;t1859;t1861;t1862;t1864	ref	f2
g87	t1857;t1860;t1863;t1865	t1858;t1859;t1861;t1862;t1864	ref	f13
g88	t1867;t1868;t1869;t1872;t1874;t1878;t1880	t1866;t1870;t1871;t1873;t1875;t1876;t1877;t1879	ref	f20
g88	t1867;t1868;t1869;t1872;t1874;t1878;t1880	t1866;t1870;t1871;t1873;t1875;t1876;t1877;t1879	ref	f16
g88	t1867;t1868;t1869;t1872;t1874;t1878;t1880	t1866;t1870;t1871;t1873;t1875;t1876;t1877;t1879	ref	f3
g88	t1867;t1868;t1869;t1872;t1874;t1878;t1880	t1866;t1870;t1871;t1873;t1875;t1876;t1877;t1879	ref	f2
g89	t1881;t1882;t1884;t1885	t1883;t1886;t1887;t1888	ref	f13
g89	t1881;t1882;t1884;t1885	t1883;t1886;t1887;t1888	ref	f18
g89	t1881;t1882;t1884;t1885	t1883;t1886;t1887;t1888	ref	f11
g89	t1881;t1882;t1884;t1885	t1883;t1886;t1887;t1888	ref	f17
g89	t1881;t1882;t1884;t1885	t1883;t1886;t1887;t1888	ref	f12
g9	t1891;t1893;t1895;t1897	t1889;t1890;t1892;t1894;t1896;t1898;t1899	ref	f20
g9	t1891;t1893;t1895;t1897	t1889;t1890;t1892;t1894;t1896;t1898;t1899	ref	f3
g9	t1891;t1893;t1895;t1897	t1889;t1890;t1892;t1894;t1896;t1898;t1899	ref	f15
g9	t1891;t1893;t1895;t1897	t1889;t1890;t1892;t1894;t1896;t1898;t1899	ref	f11
g9	t1891;t1893;t1895;t1897	t1889;t1890;t1892;t1894;t1896;t1898;t1899	ref	f17
g90	t1902;t1907;t1909;t1912;t1913	t1900;t1901;t1903;t1904;t1905;t1906;t1908;t1910;t1911;t1914	ref	f18
g90	t1902;t1907;t1909;t1912;t1913	t1900;t1901;t1903;t1904;t1905;t1906;t1908;t1910;t1911;t1914	ref	f15
g90	t1902;t1907;t1909;t1912;t1913	t1900;t1901;t1903;t1904;t1905;t1906;t1908;t1910;t1911;t1914	ref	f11
g90	t1902;t1907;t1909;t1912;t1913	t1900;t1901;t1903;t1904;t1905;t1906;t1908;t1910;t1911;t1914	ref	f16
g90	t1902;t1907;t1909;t1912;t1913	t1900;t1901;t1903;t1904;t1905;t1906;t1908;t1910;t1911;t1914	ref	f12
g91	t1918;t1922;t1923	t1915;t1916;t1917;t1919;t1920;t1921	ref	f4
g91	t1918;t1922;t1923	t1915;t1916;t1917;t1919;t1920;t1921	ref	f11
g91	t1918;t1922;t1923	t1915;t1916;t1917;t1919;t1920;t1921	ref	f3
g91	t1918;t1922;t1923	t1915;t1916;t1917;t1919;t1920;t1921	ref	f18
g92	t1928;t1929;t1931	t1924;t1925;t1926;t1927;t1930	ref	f1
g92	t1928;t1929;t1931	t1924;t1925;t1926;t1927;t1930	ref	f7
g92	t1928;t1929;t1931	t1924;t1925;t1926;t1927;t1930	ref	f17
g93	t1932;t1934;t1935;t1936	t1933;t1937;t1938;t1939;t1940	ref	f8
g93	t1932;t1934;t1935;t1936	t1933;t1937;t1938;t1939;t1940	ref	f13
g93	t1932;t1934;t1935;t1936	t1933;t1937;t1938;t1939;t1940	ref	f18
g93	t1932;t1934;t1935;t1936	t1933;t1937;t1938;t1939;t1940	ref	f5
g93	t1932;t1934;t1935;t1936	t1933;t1937;t1938;t1939;t1940	ref	f15
g93	t1932;t1934;t1935;t1936	t1933;t1937;t1938;t1939;t1940	ref	f17
g94	t1943;t1944;t1946	t1941;t1942;t1945;t1947	ref	f1
g94	t1943;t1944;t1946	t1941;t1942;t1945;t1947	ref	f14
g94	t1943;t1944;t1946	t1941;t1942;t1945;t1947	ref	f12
g95	t1948;t1950;t1951;t1955;t1956	t1949;t1952;t1953;t1954;t1957;t1958;t1959	ref	f20
g95	t1948;t1950;t1951;t1955;t1956	t1949;t1952;t1953;t1954;t1957;t1958;t1959	ref	f4
g95	t1948;t1950;t1951;t1955;t1956	t1949;t1952;t1953;t1954;t1957;t1958;t1959	ref	f7
g95	t1948;t1950;t1951;t1955;t1956	t1949;t1952;t1953;t1954;t1957;t1958;t1959	ref	f8
g96	t1960;t1962;t1966;t1969	t1961;t1963;t1964;t1965;t1967;t1968;t1970;t1971	ref	f9
g96	t1960;t1962;t1966;t1969	t1961;t1963;t1964;t1965;t1967;t1968;t1970;t1971	ref	f1
g96	t1960;t1962;t1966;t1969	t1961;t1963;t1964;t1965;t1967;t1968;t1970;t1971	ref	f4
g96	t1960;t1962;t1966;t1969	t1961;t1963;t1964;t1965;t1967;t1968;t1970;t1971	ref	f12
g97	t1973;t1976;t1977;t1978;t1979	t1972;t1974;t1975;t1980;t1981	ref	f20
g97	t1973;t1976;t1977;t1978;t1979	t1972;t1974;t1975;t1980;t1981	ref	f1
g97	t1973;t1976;t1977;t1978;t1979	t1972;t1974;t1975;t1980;t1981	ref	f2
g97	t1973;t1976;t1977;t1978;t1979	t1972;t1974;t1975;t1980;t1981	ref	f9
g97	t1973;t1976;t1977;t1978;t1979	t1972;t1974;t1975;t1980;t1981	ref	f5
g98	t1983;t1984;t1985;t1987	t1982;t1986;t1988;t1989	ref	f5
g98	t1983;t1984;t1985;t1987	t1982;t1986;t1988;t1989	ref	f7
g98	t1983;t1984;t1985;t1987	t1982;t1986;t1988;t1989	ref	f14
g98	t1983;t1984;t1985;t1987	t1982;t1986;t1988;t1989	ref	f11
g99	t1990;t1991;t1992;t1998;t2000	t1993;t1994;t1995;t1996;t1997;t1999	ref	f12
g99	t1990;t1991;t1992;t1998;t2000	t1993;t1994;t1995;t1996;t1997;t1999	ref	f13
g99	t1990;t1991;t1992;t1998;t2000	t1993;t1994;t1995;t1996;t1997;t1999	ref	f14
g99	t1990;t1991;t1992;t1998;t2000	t1993;t1994;t1995;t1996;t1997;t1999	ref	f8
